DATATYPE	CNT	 TIME	 LPCX	 LPCY	 LPD	 LPS	 LPV	 RPCX	 RPCY	 RPD	 RPS	 RPV	 LEYEX	 LEYEY	 LEYEZ	 LPUPILD	 LPUPILV	 REYEX	 REYEY	 REYEZ	 RPUPILD	 RPUPILV	 BKID	 BKDUR	 BKPMIN	 USER	
SMP	106930	1699.80371	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
SMP	106931	1699.81982	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
SMP	106932	1699.83582	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
SMP	106933	1699.85181	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
SMP	106934	1699.86792	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
SMP	106935	1699.88379	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
SMP	106936	1699.89978	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
SMP	106937	1699.91589	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
SMP	106938	1699.93188	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
SMP	106939	1699.94788	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	1.00000	0	0.00000	0.00000	0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0	0	0.00000	0	TRIAL_START1	
